Temp,Humd,Label
24,33,1
24,33,1
24,33,1
24,33,1
24,33,1
24,39,1
24,38,1
24,38,1
24,46,1
24,47,1
24,46,1
24,46,1
